thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,technical_complexity,error_type,issue_history,issue_severity,system_affected,ticket_created
81,4,True,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,configuration_change,True,high,True,CRM Pro v3.2.4,True,unknown,High,configuration_error,one-time,critical,single system,1
67,4,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,No recent changes,False,unknown,False,3.2.1,True,3.2.1,unknown,database connection failure,unknown,critical,single system,1
241,1,False,True,False,consistent across both Chrome and Firefox,unknown,Chrome,False,False,unknown,software_update,True,unknown,False,unknown,False,unknown,High,API timeout after webhook validation fails,one-time,high,multiple systems,0
232,1,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,windows_10,software_update,True,high,False,3.2.1,True,unknown,High,503: Service Unavailable,one-time,critical,multiple systems,0
134,3,False,True,True,consistent across both Chrome and Firefox,Chrome 112,Chrome,False,False,macOS,hardware_upgrade,True,unknown,False,unknown,True,unknown,Low,503: Service Unavailable,one-time,high,multiple systems,0
30,5,True,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,Windows Server 2019,configuration_change,True,high,True,v3.14.2,True,unknown,High,configuration_error,recurring,critical,single system,1
48,1,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,False,windows_10,configuration_change,True,high,False,CRM Pro v3.2.4,True,4.7.3,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
207,5,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,windows_10,No recent changes,True,unknown,True,4.2.1,True,4.2.1,Medium,database_connection_failed,one-time,critical,single system,1
241,4,False,True,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,hardware_upgrade,True,high,True,v22.3.4,True,unknown,High,timeout,recurring,high,multiple systems,0
250,4,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,no recent changes,False,unknown,True,3.5.2,True,unknown,unknown,database_connection_failed,recurring,high,multiple systems,1
156,2,False,False,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,unknown,True,high,False,v3.2.1,False,unknown,High,database_connection_timeout_exception,one-time,high,single system,0
162,3,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,no recent changes,False,high,True,5.1.2,True,unknown,unknown,database_connection_timeout_exception,recurring,critical,multiple systems,0
189,1,False,True,False,consistent across both Chrome and Firefox,Chrome 120.0.0,Chrome,False,False,unknown,unknown,False,unknown,False,v4.2.5,True,4.2.5,Medium,Database connection timeout,one-time,high,multiple systems,0
34,2,False,True,False,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,False,windows_10,configuration_change,False,high,True,CRM Pro v3.2.4,True,3.2.5,High,database_connection_failed,recurring,high,multiple systems,0
104,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,software_update,True,high,False,Nosco CRM v5.2.1,False,unknown,Medium,database_connection_failed,one-time,high,single system,0
84,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,high,False,unknown,True,unknown,High,database_connection_failed,recurring,critical,inventory_module,0
192,2,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,windows_10,configuration_change,True,high,False,PostgreSQL 12.7+,True,unknown,Medium,database_connection_timeout_exception,recurring,high,multiple systems,1
168,2,False,True,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,unknown,False,unknown,Medium,database_connection_timeout_exception,one-time,high,single system,1
194,5,True,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,windows_10,no recent changes,True,high,True,v2.4.2,True,unknown,Low,503: Service Unavailable,recurring,high,multiple systems,1
262,1,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,software_update,True,unknown,False,3.4.1,True,unknown,High,Timeout exception,recurring,critical,multiple systems,0
131,2,True,True,True,consistent across both Chrome and Firefox,Chrome 125.0.6422.142,Chrome,False,True,unknown,configuration_change,True,high,True,CRM v3.7.1,True,unknown,High,unknown_error,unknown,critical,single system,1
264,2,False,True,False,unknown,Chrome 109,Chrome,False,False,unknown,unknown,False,critical,False,v3.2.1,False,unknown,High,Database connection failed,unknown,critical,inventory_module,0
118,6,False,True,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,Windows Server 2019,configuration_change,True,high,False,v5.2.1a,True,v3.14.2,High,configuration_error,one-time,high,inventory_module,1
73,4,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,unknown,configuration_change,True,high,True,v3.2.4,True,unknown,High,database_migration_conflict,one-time,critical,inventory_module,0
283,3,True,False,True,consistent across both Chrome and Firefox,unknown,Chrome,False,True,unknown,configuration_change,True,high,True,4.3.5,True,4.3.5,Medium,timeout,recurring,high,multiple systems,1
158,2,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,Windows Server 2019,No recent changes,True,high,False,Nosco CRM v5.2.1,True,v5.2.1,Medium,database_connection_timeout_exception,one-time,high,single system,1
10,1,True,True,False,consistent across both Chrome and Firefox,Chrome 129.0.6668.89,Chrome,False,False,unknown,no recent changes,False,high,False,v4.8.2,True,4.8.2,unknown,database_connection_timeout_exception,one-time,critical,multiple systems,0
28,2,True,True,True,consistent across both Chrome and Firefox,Chrome 118.0.0,Chrome,False,True,unknown,no recent changes,True,high,False,unknown,True,unknown,Medium,Database connection timeout,one-time,high,single system,1
247,4,True,True,True,consistent across both Chrome and Firefox,Chrome 121.0.0,Chrome,False,True,unknown,configuration_change,True,high,False,3.8.4,True,3.8.4,High,timeout,one-time,critical,single system,1
95,5,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,windows_11,software_update,True,high,False,v3.14.2,True,4.2.1,High,database_connection_timeout_exception,recurring,critical,multiple systems,1
140,5,True,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,False,True,Windows Server 2022,configuration_change,True,high,True,4.2.1,True,4.2.1,High,database_connection_failed,recurring,high,single system,1
44,2,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,windows_10,configuration_change,False,high,True,unknown,True,unknown,High,database_connection_failed,unknown,critical,crm_system,0
283,1,True,False,True,unknown,unknown,unknown,False,False,unknown,configuration_change,True,high,False,unknown,True,unknown,High,database_connection_timeout_exception,recurring,critical,multiple systems,0
51,4,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,True,windows_10,configuration_change,True,unknown,True,v3.14.2,True,unknown,High,configuration_error,recurring,critical,multiple systems,0
134,5,True,True,True,consistent across both Chrome and Firefox,Chrome 112,API,False,True,macOS,configuration_change,True,unknown,False,unknown,True,unknown,High,timeout,one-time,high,multiple systems,1
