thread_id,email_number,rollback_status,cache_clear_status,diagnostics_required,device_consistency,browser_version,browser_type,issue_reproduction,support_required,os_type,system_change,upgrade_related,ticket_priority,escalation_status,software_version,escalation_needed,crm_version,software_version,technical_complexity,resolution_time,error_type,issue_history,error_type,issue_severity,system_affected
162,3,,,False,consistent across both Chrome and Firefox,,unknown,False,False,unknown,no recent changes,False,,,,True,,,unknown,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
162,4,True,,True,unknown,,,,True,,unknown,True,high,,5.1.3,True,unknown,5.1.3,unknown,,database_connection_failed,unknown,database_connection_failed,high,crm_system
162,5,True,,,unknown,unknown,unknown,,,unknown,unknown,,,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,unknown
163,1,,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,,False,unknown,software_update,True,high,False,Nosco CRM v2.3.4,True,2.3.4,Nosco CRM v2.3.4,Medium,,database_connection_failed,recurring,database_connection_failed,critical,inventory_module
163,2,,,True,consistent across both Chrome and Firefox,,,False,False,,No recent changes,False,,False,,False,,,,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,high,single system
163,3,,,False,consistent across both Chrome and Firefox,,,,,unknown,configuration_change,False,,,unknown,False,,unknown,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
163,4,True,,True,consistent across both Chrome and Firefox,,,True,True,,configuration_change,True,,,v3.14.2,True,,v3.14.2,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
163,5,True,,True,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
163,6,True,,True,unknown,,,False,True,,configuration_change,True,,,v2.3.4,True,,v2.3.4,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
164,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,,windows_10,software_update,True,,,Nosco version 2.4.1,True,,Nosco version 2.4.1,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,inventory_module
164,2,,False,True,unknown,,unknown,False,True,unknown,yes,False,high,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,high,inventory_module
164,3,,,True,consistent across both Chrome and Firefox,98.0.4758.102,Edge,,,macOS,hardware_upgrade,True,high,,v3.14.2,True,unknown,v3.14.2,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
164,4,True,,True,unknown,unknown,unknown,False,False,unknown,configuration_change,True,high,False,3.2.4,True,unknown,3.2.4,Medium,,database_connection_timeout,unknown,database_connection_timeout,critical,inventory_module
164,5,False,,True,unknown,unknown,unknown,False,False,unknown,configuration_change,True,,False,unknown,False,unknown,unknown,High,,unknown,unknown,unknown,critical,multiple systems
164,6,,,True,unknown,unknown,unknown,,True,unknown,configuration_change,True,unknown,,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
165,1,False,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,,Windows,software_update,True,high,,v4.2.1,True,4.2.1,v4.2.1,High,,Database connection failed - Error 503,recurring,Database connection failed - Error 503,critical,multiple systems
165,2,,,True,,,,,True,,,False,,,,,,,,,,,,,
165,3,,,True,consistent across both Chrome and Firefox,,,,False,,unknown,,unknown,,CRM Pro v3.2.4,True,4.2.1,CRM Pro v3.2.4,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
166,1,False,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,unknown,configuration_change,False,,False,v5.1.2,True,unknown,v5.1.2,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
166,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,high,,unknown,,unknown,unknown,unknown,4.0,database_connection_timeout,unknown,database_connection_timeout,critical,multiple systems
166,3,,,False,consistent across both Chrome and Firefox,,,False,True,Windows Server 2019,software_update,True,,,,True,,,High,,configuration_error,recurring,configuration_error,critical,single system
166,4,False,,True,consistent across both Chrome and Firefox,,,True,False,,configuration_change,True,,False,CRM Pro v3.2.4,False,,CRM Pro v3.2.4,High,,configuration_error,recurring,configuration_error,high,multiple systems
168,1,False,True,False,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,high,False,unknown,False,unknown,unknown,Medium,,database_connection_failed,one-time,database_connection_failed,high,multiple systems
168,2,False,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,,,,unknown,,,unknown,,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,high,single system
169,1,False,True,True,consistent across both Chrome and Firefox,Chrome 128.0.6613.114,Chrome,,False,Windows Server 2022,configuration_change,False,,False,CRM v4.8.2,True,4.8.2,CRM v4.8.2,High,4.0,Database connection timeout,one-time,Database connection timeout,critical,inventory_module
169,2,False,,True,unknown,unknown,unknown,False,True,unknown,configuration_change,True,high,True,unknown,True,unknown,unknown,High,,database_connection_failed,unknown,database_connection_failed,,multiple systems
169,3,False,,True,unknown,,,False,True,,unknown,False,unknown,False,,True,,,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,inventory_module
170,1,,True,True,consistent across both Chrome and Firefox,,Chrome,,False,windows_10,software_update,True,,,CRM Pro v3.2.4,True,,CRM Pro v3.2.4,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
170,2,,False,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,True,unknown,yes,True,high,True,unknown,True,unknown,unknown,High,4.0,503: Service Unavailable,recurring,503: Service Unavailable,critical,single system
171,1,,,,,,,,,,,,,,,,,,,,,,,,
171,2,,,True,consistent across both Chrome and Firefox,,unknown,,False,unknown,unknown,,,,unknown,,,unknown,unknown,,unknown,unknown,unknown,medium,single system
171,3,,True,True,consistent across both Chrome and Firefox,Chrome 121,Chrome,,False,Linux,unknown,,unknown,,unknown,True,unknown,unknown,unknown,1.0,database_connection_timeout_exception,unknown,database_connection_timeout_exception,high,multiple systems
171,4,True,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,True,unknown,software_update,True,high,True,v3.4.1,True,unknown,v3.4.1,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
172,1,,True,True,consistent across both Chrome and Firefox,Chrome 118,Chrome,,,unknown,unknown,False,,,CRM Platform v2.3.4,True,unknown,CRM Platform v2.3.4,unknown,,database_connection_failed,recurring,database_connection_failed,high,multiple systems
172,2,,,True,unknown,,,,False,,unknown,,,,,,,,,,,,,,
172,3,,,False,unknown,unknown,Chrome,,,unknown,hardware_upgrade,True,,,unknown,False,,unknown,Medium,,database_connection_failed,unknown,database_connection_failed,medium,single system
173,1,False,True,True,unknown,unknown,unknown,False,True,unknown,software_update,True,high,False,Nosco 2.4.1,True,unknown,Nosco 2.4.1,Medium,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,multiple systems
173,2,,,True,,,,,True,,,,high,True,,True,,,,,,,,,
174,1,,True,True,consistent across both Chrome and Firefox,Chrome 119.0.0,Chrome,,,windows_10,hardware_upgrade,True,,,CRM v4.2.3,True,4.2.3,CRM v4.2.3,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
174,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,False,unknown,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
174,3,True,,True,consistent across both Chrome and Firefox,,Chrome,False,False,windows_10,software_update,True,high,False,unknown,False,unknown,unknown,High,,timeout,recurring,timeout,high,multiple systems
175,1,,True,False,,,,,False,Windows Server 2016,no recent changes,False,,,,True,,,,,database_connection_failed,one-time,database_connection_failed,high,single system
175,2,,,True,unknown,,unknown,,False,unknown,unknown,,unknown,False,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
175,3,,,True,consistent across both Chrome and Firefox,Chrome 98.0.4758.102,Chrome,,,unknown,No recent changes,,,,v3.14.2,,,v3.14.2,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,medium,single system
175,4,,,True,unknown,unknown,unknown,,False,unknown,unknown,,unknown,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
176,1,,True,True,unknown,,,,True,unknown,,,,,,True,,,,,503: Service Unavailable,unknown,503: Service Unavailable,critical,multiple systems
176,2,,,True,,,,,False,,unknown,,,,,True,,,,,,,,,
178,1,True,True,False,consistent across both Chrome and Firefox,Chrome 125,Chrome,True,True,unknown,software_update,True,high,False,v3.2.1,True,unknown,v3.2.1,Medium,,timeout,recurring,timeout,high,multiple systems
178,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,unknown,configuration_change,True,high,True,3.2.1,True,unknown,3.2.1,High,,timeout,one-time,timeout,critical,multiple systems
178,3,True,,True,consistent across both Chrome and Firefox,,,False,False,windows_10,configuration_change,True,high,False,unknown,True,,unknown,High,,configuration_error,one-time,configuration_error,critical,single system
179,1,False,True,True,consistent across both Chrome and Firefox,Chrome 121.0.0.1,Chrome,,True,windows_10,software_update,True,,,,True,,,,,database_connection_failed,,database_connection_failed,high,multiple systems
179,2,,,True,consistent across both Chrome and Firefox,,,,False,,configuration_change,False,,,,,,,,,,,,high,multiple systems
180,1,,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,False,unknown,configuration_change,True,high,,CRM Pro v3.2.4,True,unknown,CRM Pro v3.2.4,Medium,,timeout,one-time,timeout,high,inventory_module
180,2,,,,unknown,unknown,unknown,,True,unknown,unknown,,unknown,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
180,3,False,,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge, Firefox, Google Chrome, Microsoft Edge",,False,,hardware_upgrade,True,,False,,True,,,,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
180,4,False,,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,unknown,False,unknown,unknown,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
180,5,,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,True,unknown,software_update,True,high,,CNC firmware v2.1.4,True,unknown,CNC firmware v2.1.4,Medium,,timeout,recurring,timeout,high,multiple systems
180,6,,,True,unknown,,,,True,,,True,,,,True,,,,,,,,high,multiple systems
181,1,,True,True,,,,,True,,,,,,,,,,,,503: Service Unavailable,,503: Service Unavailable,critical,single system
181,2,,,True,,,,,False,,unknown,,,,,,,,,,503: Service Unavailable,,503: Service Unavailable,,single system
183,1,True,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,True,False,unknown,software_update,True,,False,v3.2.1,True,,v3.2.1,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
183,2,,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,,high,,,True,,,Medium,,configuration_error,,configuration_error,high,crm_system
183,3,,,True,consistent across both Chrome and Firefox,,,,False,,No recent changes,,,,,True,,,,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
183,4,True,,True,consistent across both Chrome and Firefox,,,,,,,True,,,,True,,,High,,database_connection_failed,,database_connection_failed,critical,multiple systems
183,5,True,,False,consistent across both Chrome and Firefox,unknown,unknown,,,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,timeout,unknown,timeout,high,inventory_module
185,1,False,,True,consistent across both Chrome and Firefox,,,False,False,,no recent changes,,,False,,False,,,Medium,,database_connection_failed,one-time,database_connection_failed,high,multiple systems
185,2,,,True,unknown,unknown,unknown,,False,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
185,3,,True,,,,,,,,configuration_change,True,,,v3.14.2,,3.2.1,v3.14.2,Medium,,,,,high,single system
185,4,False,,True,unknown,unknown,unknown,,True,unknown,unknown,,unknown,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
185,5,,,False,unknown,,,,False,unknown,unknown,,unknown,,,False,,,unknown,,unknown,unknown,unknown,high,multiple systems
185,6,,,True,unknown,unknown,unknown,,True,unknown,unknown,,unknown,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,critical,unknown
186,1,,,True,consistent across both Chrome and Firefox,Chrome 120.0.0,Chrome,,False,Windows 10,software_update,True,,,unknown,True,,unknown,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,single system
186,2,,,True,unknown,unknown,unknown,,False,unknown,configuration_change,True,unknown,,unknown,,unknown,unknown,Medium,,unknown,unknown,unknown,critical,crm_system
186,3,,,,unknown,,,,False,,unknown,True,,,,,,,unknown,,timeout,unknown,timeout,high,multiple systems
186,4,False,,True,consistent across both Chrome and Firefox,,unknown,,,unknown,unknown,True,unknown,,PostgreSQL 12.4,True,unknown,PostgreSQL 12.4,Medium,,database_connection_failed,recurring,database_connection_failed,high,multiple systems
186,5,True,,False,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,unknown,True,high,False,unknown,False,unknown,unknown,High,,unknown_error,one-time,unknown_error,critical,multiple systems
186,6,True,,True,consistent across both Chrome and Firefox,,,,True,unknown,configuration_change,True,,True,unknown,True,unknown,unknown,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
189,1,,True,False,consistent across both Chrome and Firefox,Chrome 120.0.0,Chrome,,False,unknown,unknown,,,,v4.2.5,True,4.2.5,v4.2.5,Medium,,Database connection timeout,one-time,Database connection timeout,high,multiple systems
189,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,unknown,,unknown,True,unknown,unknown,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,critical,single system
189,3,,,True,consistent across both Chrome and Firefox,Edge 120,Edge,,False,unknown,software_update,True,,True,v4.2.5,True,unknown,v4.2.5,Medium,36.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,single system
189,4,,,True,unknown,,,False,True,unknown,software_update,True,,False,v4.2.5,True,unknown,v4.2.5,unknown,,database_connection_timeout_exception,unknown,database_connection_timeout_exception,medium,multiple systems
189,5,False,,True,consistent across both Chrome and Firefox,unknown,unknown,False,,unknown,configuration_change,True,high,,CRM Pro v3.2.4,True,4.2.5,CRM Pro v3.2.4,high,8.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,multiple systems
189,6,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,configuration_change,True,high,,v4.2.5,True,unknown,v4.2.5,High,,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
190,1,,,False,consistent across both Chrome and Firefox,,,,False,,No recent changes,,,,2.3.1,True,2.3.1,2.3.1,High,,database_connection_failed,one-time,database_connection_failed,critical,crm_system
190,2,,False,True,unknown,unknown,unknown,,False,unknown,unknown,,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
190,3,,True,False,consistent across both Chrome and Firefox,,Chrome,,,windows_10,No recent changes,False,,,,False,,,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,medium,inventory_module
190,4,,,True,unknown,,,,False,,,,,,,,,,,,unknown_error,unknown,unknown_error,,
190,5,,,,unknown,,,,False,,unknown,,,,,,,,unknown,,,unknown,,critical,unknown
191,1,False,,True,consistent across both Chrome and Firefox,112,Chrome,False,True,unknown,configuration_change,True,high,False,4.5.2,True,4.5.2,4.5.2,High,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,single system
191,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,configuration_change,True,high,False,v3.14.2,False,unknown,v3.14.2,High,,configuration_error,recurring,configuration_error,critical,multiple systems
191,3,False,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,configuration_change,True,high,False,Oracle 21.4.0.2,True,unknown,Oracle 21.4.0.2,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
191,4,,,True,unknown,,unknown,,False,unknown,configuration_change,True,high,,CNC-PRO v3.1,True,unknown,CNC-PRO v3.1,High,,configuration_error,unknown,configuration_error,critical,inventory_module
192,1,,True,True,consistent across both Chrome and Firefox,Chrome 122,Chrome,,,windows_10,software_update,True,,,v3.14.2,True,,v3.14.2,,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,single system
192,2,,False,True,unknown,unknown,unknown,False,True,unknown,configuration_change,True,high,False,PostgreSQL 12.7+,False,unknown,PostgreSQL 12.7+,Medium,,database_connection_timeout_exception,recurring,database_connection_timeout_exception,high,multiple systems
193,1,False,True,True,consistent across both Chrome and Firefox,,,False,True,,configuration_change,True,,False,v3.14.2,True,4.2.1,v3.14.2,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,crm_system
193,2,True,,False,consistent across both Chrome and Firefox,,,,True,,configuration_change,True,high,True,v3.14.2,True,4.2.1,v3.14.2,Medium,,configuration_error,one-time,configuration_error,high,single system
193,3,False,,True,unknown,unknown,unknown,,,unknown,unknown,,unknown,,v4.2.1,True,unknown,v4.2.1,unknown,,timeout,unknown,timeout,critical,multiple systems
193,4,,,True,unknown,unknown,unknown,,True,unknown,unknown,False,high,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
193,5,,,False,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,unknown,True,unknown,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,critical,single system
194,1,False,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,True,windows_10,software_update,True,high,False,v2.4.2,True,unknown,v2.4.2,Medium,,database_connection_failed,one-time,database_connection_failed,critical,single system
194,2,,,True,consistent across both Chrome and Firefox,unknown,unknown,,True,Windows Server 2022,unknown,,high,True,unknown,True,unknown,unknown,unknown,4.0,database_connection_failed,unknown,database_connection_failed,critical,multiple systems
194,3,True,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,,Windows Server 2019,configuration_change,True,,,unknown,True,unknown,unknown,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,high,multiple systems
194,4,True,,False,consistent across both Chrome and Firefox,,,,,,configuration_change,True,high,,v2.4.2,False,,v2.4.2,Medium,,configuration_error,one-time,configuration_error,high,single system
194,5,True,,False,consistent across both Chrome and Firefox,,,,False,windows_10,no recent changes,True,high,False,,False,,,Low,,503: Service Unavailable,recurring,503: Service Unavailable,high,multiple systems
195,1,,True,False,consistent across both Chrome and Firefox,Chrome 122,Google Chrome,,True,windows_10,configuration_change,True,high,False,CRM Pro v3.2.4,False,4.2.1,CRM Pro v3.2.4,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,crm_system
195,2,,,True,unknown,unknown,unknown,,True,unknown,unknown,,,,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,multiple systems
195,3,False,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,windows_10,configuration_change,True,high,False,unknown,True,unknown,unknown,High,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
195,4,,,True,unknown,unknown,unknown,,True,windows_10,configuration_change,True,high,False,PostgreSQL 12.7+,True,unknown,PostgreSQL 12.7+,High,,timeout,unknown,timeout,critical,single system
195,5,False,,True,unknown,,,False,False,Windows Server 2019,unknown,False,,False,PostgreSQL 13.5,True,,PostgreSQL 13.5,High,,unknown_error,unknown,unknown_error,critical,multiple systems
195,6,True,,True,consistent across both Chrome and Firefox,,,False,False,windows_10,configuration_change,True,,False,,False,,,High,,configuration_error,recurring,configuration_error,high,single system
196,1,True,True,False,consistent across both Chrome and Firefox,Chrome 120,Chrome,False,False,unknown,software_update,True,high,False,v4.2.1,True,4.2.1,v4.2.1,Medium,,503: Service Unavailable,recurring,503: Service Unavailable,high,multiple systems
196,2,,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,windows_10,unknown,,high,False,v3.14.2,True,unknown,v3.14.2,unknown,,503: Service Unavailable,unknown,503: Service Unavailable,critical,single system
196,3,,,True,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,,,windows_10,configuration_change,True,,,v3.14.2,True,,v3.14.2,High,,unknown_error,recurring,unknown_error,critical,single system
196,4,False,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,True,True,unknown,software_update,True,high,False,4.2.1,True,unknown,4.2.1,High,,configuration_error,one-time,configuration_error,critical,multiple systems
196,5,True,False,True,consistent across both Chrome and Firefox,unknown,Chrome,True,True,unknown,unknown,True,high,False,unknown,True,unknown,unknown,unknown,,503: Service Unavailable,recurring,503: Service Unavailable,critical,multiple systems
197,1,True,,False,consistent across both Chrome and Firefox,unknown,unknown,False,True,unknown,configuration_change,True,high,False,3.2.1,True,unknown,3.2.1,High,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,multiple systems
197,2,,,True,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,,True,unknown,configuration_change,True,high,True,v3.14.2,True,unknown,v3.14.2,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
197,3,False,,True,consistent across both Chrome and Firefox,,Chrome,False,False,windows_10,yes,True,high,False,unknown,False,unknown,unknown,High,,unknown_error,recurring,unknown_error,critical,multiple systems
197,4,True,,False,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,configuration_change,True,unknown,,v3.2.1,False,unknown,v3.2.1,Low,20.0,configuration_error,recurring,configuration_error,critical,single system
200,1,,,True,consistent across both Chrome and Firefox,unknown,unknown,,False,unknown,configuration_change,True,high,,v3.1.02,True,4.7.2,v3.1.02,High,,503: Service Unavailable,one-time,503: Service Unavailable,critical,single system
200,2,True,,True,consistent across both Chrome and Firefox,,,,True,,configuration_change,True,high,True,4.7.2,True,,4.7.2,High,2.0,503: Service Unavailable,recurring,503: Service Unavailable,critical,single system
203,1,,,True,consistent across both Chrome and Firefox,98.0.4758.80,Chrome,,True,windows_10,unknown,,,,2.4.5,,2.4.5,2.4.5,High,,database_connection_failed,recurring,database_connection_failed,critical,single system
203,2,,,False,,,,False,True,,,,,False,,True,,,,,,,,critical,multiple systems
204,1,,True,True,consistent across both Chrome and Firefox,Chrome 120,Chrome,,False,unknown,software_update,True,high,False,v4.2.1,True,4.2.1,v4.2.1,Medium,,database_connection_failed,recurring,database_connection_failed,critical,multiple systems
204,2,False,,True,consistent across both Chrome and Firefox,,,False,True,,configuration_change,False,high,True,CRM Pro v3.2.4,True,,CRM Pro v3.2.4,High,2.0,database_connection_timeout_exception,recurring,database_connection_timeout_exception,critical,crm_system
205,1,True,False,True,consistent across both Chrome and Firefox,unknown,unknown,False,True,Windows 11,configuration_change,True,high,False,3.2.1,True,unknown,3.2.1,High,,"configuration_error, database_connection_failed",one-time,"configuration_error, database_connection_failed",critical,multiple systems
205,2,,,True,,,,,True,windows_10,configuration_change,True,high,True,unknown,True,,unknown,High,30.0,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,single system
206,1,,,True,consistent across both Chrome and Firefox,,,False,False,,No recent changes,,,,v3.14.2,True,4.2.1,v3.14.2,,,database_connection_failed,one-time,database_connection_failed,high,multiple systems
206,2,,False,True,unknown,unknown,unknown,,True,unknown,unknown,,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
206,3,,True,,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122","Chrome, Edge, Firefox, Google Chrome, Microsoft Edge",,,"Linux, Windows Server 2019, macOS, windows_10, windows_11","No recent changes, configuration_change, hardware_upgrade, software_update, yes",False,,,"3.2.1, 3.2.2, 3.3.0, CRM Pro v3.2.4, PostgreSQL 12.7+, unknown",True,"2.5.3, 3.2.1, 4.1.9, 4.2.0, 4.2.1, 4.8.2, other","3.2.1, 3.2.2, 3.3.0, CRM Pro v3.2.4, PostgreSQL 12.7+, unknown",High,,"configuration_error, database_connection_failed, timeout, unknown_error",recurring,"configuration_error, database_connection_failed, timeout, unknown_error",critical,single system
206,4,,,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,True,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,high,single system
206,5,,,,unknown,,,,True,,,,,,,,,,,,,,,,
206,6,,,False,,,,,False,,,,,False,,False,,,,,,,,,
207,1,False,,True,consistent across both Chrome and Firefox,,Chrome,,False,windows_10,no recent changes,True,,,CRM Pro v3.2.4,False,3.2.1,CRM Pro v3.2.4,Medium,,database_connection_failed,recurring,database_connection_failed,high,multiple systems
207,2,,,True,unknown,,unknown,,False,unknown,unknown,,,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,critical,single system
207,3,,True,,consistent across both Chrome and Firefox,,,,,,No recent changes,,,,4.2.1,,4.2.1,4.2.1,Medium,,database_connection_failed,one-time,database_connection_failed,high,single system
207,4,,,False,unknown,,,,True,,,,,True,,True,,,,,,,,,
207,5,,,False,consistent across both Chrome and Firefox,,,,,,unknown,,,,,,,,unknown,,,unknown,,critical,single system
210,1,,,True,consistent across both Chrome and Firefox,,,,False,,configuration_change,True,,,,,,,High,,,,,critical,single system
210,2,,,False,unknown,,,,False,unknown,unknown,,,,,False,,,unknown,,unknown,unknown,unknown,unknown,unknown
210,3,False,True,False,consistent across both Chrome and Firefox,"98.0.4758.102, Chrome 122",Chrome,False,False,unknown,No recent changes,False,high,False,unknown,False,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,high,single system
210,4,False,,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,False,unknown,True,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
211,1,,,True,consistent across both Chrome and Firefox,unknown,unknown,False,False,unknown,unknown,False,high,,CRM Pro v3.2.4,True,2.5.3,CRM Pro v3.2.4,High,,database_connection_failed,recurring,database_connection_failed,critical,crm_system
211,2,,,False,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,critical,inventory_module
211,3,False,True,False,consistent across both Chrome and Firefox,98.0.4758.102,Chrome,False,False,unknown,No recent changes,False,high,False,unknown,False,unknown,unknown,Medium,,database_connection_timeout_exception,one-time,database_connection_timeout_exception,critical,inventory_module
211,4,,,True,unknown,unknown,unknown,,True,unknown,configuration_change,,unknown,True,unknown,True,unknown,unknown,Medium,,unknown,unknown,unknown,high,inventory_module
211,5,,,True,unknown,,,,False,,configuration_change,False,,,,,,,,,unknown_error,unknown,unknown_error,unknown,inventory_module
211,6,,,False,,,,False,False,,unknown,,,False,,False,,,unknown,,,unknown,,unknown,unknown
212,1,,,,unknown,,unknown,,True,unknown,,,unknown,,unknown,,unknown,unknown,unknown,,database_connection_failed,unknown,database_connection_failed,high,inventory_module
212,2,,,False,unknown,unknown,unknown,False,False,unknown,unknown,False,unknown,False,unknown,False,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
212,3,,True,,consistent across both Chrome and Firefox,"Chrome 98, Firefox 95","Chrome, Firefox",,,unknown,No recent changes,,,,,,,,unknown,,Database connection failed: Error 503,recurring,Database connection failed: Error 503,high,multiple systems
212,4,,,True,unknown,unknown,unknown,False,True,unknown,unknown,False,unknown,,unknown,,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown
212,5,,,,unknown,unknown,unknown,,False,unknown,unknown,,,,4.2.3,,unknown,4.2.3,unknown,,unknown,unknown,unknown,unknown,crm_system
214,1,True,True,True,consistent across both Chrome and Firefox,Chrome 121.0.6167.185,Chrome,False,False,windows_10,unknown,False,unknown,False,CRM v5.2.1,True,unknown,CRM v5.2.1,unknown,,Database connection timeout (Error 504),unknown,Database connection timeout (Error 504),critical,single system
